State,County,Census Tract,Life Expectancy,Life Expectancy Range,Life Expectancy Standard Error
Virginia,"Spotsylvania County, VA",204.05,79.8,79.6-81.6,2.1018
Virginia,"Spotsylvania County, VA",204.06,77.1,75.2-77.5,2.1101
Virginia,"Spotsylvania County, VA",204.07,80.5,79.6-81.6,2.0844
Virginia,"Spotsylvania County, VA",204.08,77.7,77.6-79.5,1.4636
Virginia,"Stafford County, VA",101.03,82.9,81.7-97.5,2.7065
Virginia,"Stafford County, VA",101.05,78.3,77.6-79.5,1.2381
Virginia,"Stafford County, VA",101.06,80.1,79.6-81.6,1.8486
Virginia,"Stafford County, VA",101.07,80.3,79.6-81.6,2.1608
Virginia,"Stafford County, VA",101.08,80.9,79.6-81.6,2.6629
Virginia,"Stafford County, VA",102.01,,,
Virginia,"Stafford County, VA",102.02,77.5,75.2-77.5,1.1965
Virginia,"Stafford County, VA",102.04,80,79.6-81.6,1.0627
Virginia,"Stafford County, VA",102.05,80.4,79.6-81.6,1.5614
Virginia,"Stafford County, VA",102.06,79.4,77.6-79.5,2.0711
Virginia,"Stafford County, VA",102.07,76.6,75.2-77.5,1.4393
Virginia,"Stafford County, VA",102.1,78.8,77.6-79.5,1.8931
Virginia,"Stafford County, VA",102.11,,,
Virginia,"Stafford County, VA",102.12,78.8,77.6-79.5,2.4287
Virginia,"Stafford County, VA",102.13,80.3,79.6-81.6,2.2865
Virginia,"Stafford County, VA",102.14,80.3,79.6-81.6,2.3584
Virginia,"Stafford County, VA",103.01,80.9,79.6-81.6,2.8363
Virginia,"Stafford County, VA",103.03,79,77.6-79.5,1.0041
Virginia,"Stafford County, VA",103.04,80,79.6-81.6,1.7219
Virginia,"Stafford County, VA",103.05,77.5,75.2-77.5,1.0166
Virginia,"Stafford County, VA",104.03,78.4,77.6-79.5,1.8191
Virginia,"Stafford County, VA",104.04,75,56.9-75.1,1.4049
Virginia,"Stafford County, VA",104.05,79.6,79.6-81.6,1.4503
Virginia,"Stafford County, VA",104.06,85.1,81.7-97.5,3.5564
Virginia,"Stafford County, VA",105.02,80.3,79.6-81.6,1.5734
Virginia,"Stafford County, VA",105.03,79.1,77.6-79.5,1.6727
Virginia,"Stafford County, VA",105.04,78,77.6-79.5,2.2954
Virginia,"Surry County, VA",8601,76.2,75.2-77.5,1.3786
Virginia,"Surry County, VA",8602,76.9,75.2-77.5,1.3468
Virginia,"Sussex County, VA",8701,71.5,56.9-75.1,1.9356
Virginia,"Sussex County, VA",8702.01,74.2,56.9-75.1,1.2957
Virginia,"Sussex County, VA",8702.02,,,
Virginia,"Sussex County, VA",8703,68.4,56.9-75.1,1.6447
Virginia,"Sussex County, VA",8704,69.9,56.9-75.1,2.3686
Virginia,"Tazewell County, VA",201,76,75.2-77.5,2.0345
Virginia,"Tazewell County, VA",202,73.9,56.9-75.1,1.2639
Virginia,"Tazewell County, VA",203,74.5,56.9-75.1,1.4241
Virginia,"Tazewell County, VA",204,,,
Virginia,"Tazewell County, VA",205,72.2,56.9-75.1,1.5726
Virginia,"Tazewell County, VA",206,74.1,56.9-75.1,1.2453
Virginia,"Tazewell County, VA",207,70.4,56.9-75.1,1.3752
Virginia,"Tazewell County, VA",208,77,75.2-77.5,2.2066
Virginia,"Tazewell County, VA",209,71.2,56.9-75.1,1.9819
Virginia,"Tazewell County, VA",210,67.1,56.9-75.1,1.5099
Virginia,"Tazewell County, VA",211,77,75.2-77.5,1.396
Virginia,"Warren County, VA",201,81.2,79.6-81.6,2.7386
Virginia,"Warren County, VA",202,76.6,75.2-77.5,1.8457
Virginia,"Warren County, VA",203,76.5,75.2-77.5,1.0804
Virginia,"Warren County, VA",204,72,56.9-75.1,1.2563
Virginia,"Warren County, VA",205,73.1,56.9-75.1,1.2935
Virginia,"Warren County, VA",206.01,79,77.6-79.5,1.2555
Virginia,"Warren County, VA",206.02,76.5,75.2-77.5,2.4098
Virginia,"Warren County, VA",207,77.9,77.6-79.5,1.5405
Virginia,"Washington County, VA",101,79.6,79.6-81.6,1.6728
Virginia,"Washington County, VA",102,78.3,77.6-79.5,1.6192
Virginia,"Washington County, VA",103,73.2,56.9-75.1,1.3636
Virginia,"Washington County, VA",104.01,80.7,79.6-81.6,1.269
Virginia,"Washington County, VA",104.02,76.7,75.2-77.5,1.4748
Virginia,"Washington County, VA",105.01,75.5,75.2-77.5,1.3311
Virginia,"Washington County, VA",105.02,72.7,56.9-75.1,0.9326
Virginia,"Washington County, VA",106.01,75.8,75.2-77.5,1.347
Virginia,"Washington County, VA",106.02,77.4,75.2-77.5,1.078
Virginia,"Washington County, VA",107,76.6,75.2-77.5,1.3456
Virginia,"Washington County, VA",108,77.4,75.2-77.5,2.0145
Virginia,"Washington County, VA",109,75.8,75.2-77.5,2.1097
Virginia,"Washington County, VA",110,81.2,79.6-81.6,2.3446
Virginia,"Westmoreland County, VA",101,,,
Virginia,"Westmoreland County, VA",102,80.9,79.6-81.6,1.9736
Virginia,"Westmoreland County, VA",103,73.9,56.9-75.1,1.8273
Virginia,"Westmoreland County, VA",104,75.8,75.2-77.5,1.2958
Virginia,"Wise County, VA",9307,72.2,56.9-75.1,1.0423
Virginia,"Wise County, VA",9308,77,75.2-77.5,1.5124
Virginia,"Wise County, VA",9309,74.7,56.9-75.1,1.1888
Virginia,"Wise County, VA",9310,74.6,56.9-75.1,1.3425
Virginia,"Wise County, VA",9311,69.6,56.9-75.1,1.4759
Virginia,"Wise County, VA",9312,71.6,56.9-75.1,1.684
Virginia,"Wise County, VA",9313,76.1,75.2-77.5,1.3793
Virginia,"Wise County, VA",9314,74.6,56.9-75.1,1.4527
Virginia,"Wise County, VA",9315,77,75.2-77.5,1.6741
Virginia,"Wise County, VA",9316,73.4,56.9-75.1,1.9525
Virginia,"Wise County, VA",9317,73.5,56.9-75.1,1.6987
Virginia,"Wythe County, VA",501,75.2,75.2-77.5,1.4758
Virginia,"Wythe County, VA",502,77.1,75.2-77.5,1.1735
Virginia,"Wythe County, VA",503.01,78.4,77.6-79.5,1.3615
Virginia,"Wythe County, VA",503.02,76.2,75.2-77.5,1.4717
Virginia,"Wythe County, VA",504.01,74.7,56.9-75.1,1.1825
Virginia,"Wythe County, VA",504.02,74.6,56.9-75.1,1.2084
Virginia,"York County, VA",502.03,83.2,81.7-97.5,2.7532
Virginia,"York County, VA",502.04,76.9,75.2-77.5,2.7524
Virginia,"York County, VA",502.05,79.8,79.6-81.6,1.0355
Virginia,"York County, VA",502.06,82,81.7-97.5,2.3307
Virginia,"York County, VA",503.03,79.3,77.6-79.5,1.1036
Virginia,"York County, VA",503.04,81.8,81.7-97.5,1.7031
Virginia,"York County, VA",503.05,,,
Virginia,"York County, VA",503.06,78.7,77.6-79.5,1.1882
Virginia,"York County, VA",504.01,80.6,79.6-81.6,1.6675
Virginia,"York County, VA",504.02,79.8,79.6-81.6,2.3521
Virginia,"York County, VA",505,75.5,75.2-77.5,1.6768
Virginia,"York County, VA",509,77,75.2-77.5,2.33
Virginia,"York County, VA",510,,,
Virginia,"York County, VA",511,82.7,81.7-97.5,1.734
Virginia,York County,9901,,,
Virginia,"Alexandria city, VA",2001.02,82.5,81.7-97.5,3.9642
Virginia,"Alexandria city, VA",2001.03,79.2,77.6-79.5,1.5867
Virginia,"Alexandria city, VA",2001.04,,,
Virginia,"Alexandria city, VA",2001.05,75.4,75.2-77.5,2.2204
Virginia,"Alexandria city, VA",2001.06,80.2,79.6-81.6,1.4012
Virginia,"Alexandria city, VA",2001.07,,,
Virginia,"Alexandria city, VA",2002.01,84.2,81.7-97.5,2.9006
Virginia,"Alexandria city, VA",2002.02,82.9,81.7-97.5,1.5773
Virginia,"Alexandria city, VA",2003.01,80.5,79.6-81.6,2.6904
Virginia,"Alexandria city, VA",2003.02,81.6,79.6-81.6,1.4778
Virginia,"Alexandria city, VA",2003.03,81.4,79.6-81.6,2.382
Virginia,"Alexandria city, VA",2004.03,,,
Virginia,"Alexandria city, VA",2004.04,80.9,79.6-81.6,2.0062
Virginia,"Alexandria city, VA",2004.05,,,
Virginia,"Alexandria city, VA",2004.06,82.8,81.7-97.5,2.8544
Virginia,"Alexandria city, VA",2004.07,82.1,81.7-97.5,1.8478
Virginia,"Alexandria city, VA",2005,79,77.6-79.5,3.1429
Virginia,"Alexandria city, VA",2006,80.4,79.6-81.6,1.6213
Virginia,"Alexandria city, VA",2007.01,,,
Virginia,"Alexandria city, VA",2007.02,86,81.7-97.5,3.9077
Virginia,"Alexandria city, VA",2007.03,81.3,79.6-81.6,2.1876
Virginia,"Alexandria city, VA",2008.01,85.4,81.7-97.5,1.8738
Virginia,"Alexandria city, VA",2008.02,80.5,79.6-81.6,1.3662
Virginia,"Alexandria city, VA",2009,82.9,81.7-97.5,1.4467
Virginia,"Alexandria city, VA",2010,79.3,77.6-79.5,2.1418
Virginia,"Alexandria city, VA",2011,84.4,81.7-97.5,2.3952
Virginia,"Alexandria city, VA",2012.02,84.1,81.7-97.5,3.5514
Virginia,"Alexandria city, VA",2012.03,77.6,77.6-79.5,3.328
Virginia,"Alexandria city, VA",2012.04,77.4,75.2-77.5,2.2139
Virginia,"Alexandria city, VA",2013,81.2,79.6-81.6,2.6601
Virginia,"Alexandria city, VA",2014,79.7,79.6-81.6,1.3556
Virginia,"Alexandria city, VA",2015,80,79.6-81.6,1.6629
Virginia,"Alexandria city, VA",2016,80.5,79.6-81.6,1.5487
Virginia,"Alexandria city, VA",2018.01,82.2,81.7-97.5,1.5943
Virginia,"Alexandria city, VA",2018.02,81.4,79.6-81.6,2.3361
Virginia,"Alexandria city, VA",2019,84.6,81.7-97.5,3.2299
Virginia,"Alexandria city, VA",2020.01,79.9,79.6-81.6,1.394
Virginia,"Alexandria city, VA",2020.02,83.2,81.7-97.5,3.2825
Virginia,"Bristol city, VA",201,74.3,56.9-75.1,1.1742
Virginia,"Bristol city, VA",202,72.7,56.9-75.1,1.546
Virginia,"Bristol city, VA",203,69.1,56.9-75.1,1.9006
Virginia,"Bristol city, VA",204,79,77.6-79.5,1.943
Virginia,"Buena Vista city, VA",9306,73.7,56.9-75.1,0.6735
Virginia,"Charlottesville city, VA",2.01,78.7,77.6-79.5,3.27
Virginia,"Charlottesville city, VA",2.02,,,
Virginia,"Charlottesville city, VA",3.02,80.4,79.6-81.6,2.159
Virginia,"Charlottesville city, VA",4.01,73.7,56.9-75.1,1.3719
Virginia,"Charlottesville city, VA",4.02,76.3,75.2-77.5,1.5124
Virginia,"Charlottesville city, VA",5.01,76.4,75.2-77.5,1.5141
Virginia,"Charlottesville city, VA",5.02,79.8,79.6-81.6,1.5825
Virginia,"Charlottesville city, VA",6,,,
Virginia,"Charlottesville city, VA",7,82.6,81.7-97.5,2.6266
Virginia,"Charlottesville city, VA",8,79.4,77.6-79.5,1.3206
Virginia,"Charlottesville city, VA",9,81.3,79.6-81.6,2.4626
Virginia,"Charlottesville city, VA",10,82.5,81.7-97.5,2.3788
Virginia,"Chesapeake city, VA",200.01,74.1,56.9-75.1,1.695
Virginia,"Chesapeake city, VA",200.02,73.9,56.9-75.1,1.11
Virginia,"Chesapeake city, VA",200.03,77.5,75.2-77.5,2.1192
Virginia,"Chesapeake city, VA",201,71.6,56.9-75.1,1.5359
Virginia,"Chesapeake city, VA",202,73.1,56.9-75.1,1.476
Virginia,"Chesapeake city, VA",203,73.1,56.9-75.1,1.6931
Virginia,"Chesapeake city, VA",204,70.8,56.9-75.1,1.9183
Virginia,"Chesapeake city, VA",205,70,56.9-75.1,2.6286
Virginia,"Chesapeake city, VA",206,78.1,77.6-79.5,1.6675
Virginia,"Chesapeake city, VA",207,72.9,56.9-75.1,1.5005
Virginia,"Chesapeake city, VA",208.04,80.9,79.6-81.6,1.646
Virginia,"Chesapeake city, VA",208.05,77.7,77.6-79.5,2.0282
Virginia,"Chesapeake city, VA",208.06,80,79.6-81.6,1.4369
Virginia,"Chesapeake city, VA",208.07,79.9,79.6-81.6,1.1283
Virginia,"Chesapeake city, VA",208.08,79.8,79.6-81.6,1.6925
Virginia,"Chesapeake city, VA",208.09,82.5,81.7-97.5,3.021
Virginia,"Chesapeake city, VA",209.03,75.9,75.2-77.5,1.9165
Virginia,"Chesapeake city, VA",209.04,80,79.6-81.6,1.0186
Virginia,"Chesapeake city, VA",209.05,78.3,77.6-79.5,2.417
Virginia,"Chesapeake city, VA",209.06,76.7,75.2-77.5,1.2032
Virginia,"Chesapeake city, VA",210.04,77.1,75.2-77.5,1.5996
Virginia,"Chesapeake city, VA",210.05,80,79.6-81.6,1.5599
Virginia,"Chesapeake city, VA",210.06,79.5,77.6-79.5,1.7169
Virginia,"Chesapeake city, VA",210.09,,,
Virginia,"Chesapeake city, VA",210.1,80.7,79.6-81.6,1.5428
Virginia,"Chesapeake city, VA",210.11,79.5,77.6-79.5,1.6966
Virginia,"Chesapeake city, VA",210.12,78.8,77.6-79.5,1.8904
Virginia,"Chesapeake city, VA",210.13,,,
Virginia,"Chesapeake city, VA",211.01,81.4,79.6-81.6,1.6251
Virginia,"Chesapeake city, VA",211.02,78.8,77.6-79.5,1.1556
Virginia,"Chesapeake city, VA",212,78.6,77.6-79.5,1.0318
Virginia,"Chesapeake city, VA",213.01,78.9,77.6-79.5,1.2355
Virginia,"Chesapeake city, VA",213.02,78.4,77.6-79.5,1.2234
Virginia,"Chesapeake city, VA",214.01,76.4,75.2-77.5,2.2114
Virginia,"Chesapeake city, VA",214.02,76.8,75.2-77.5,2.6323
Virginia,"Chesapeake city, VA",214.03,72.7,56.9-75.1,0.8206
Virginia,"Chesapeake city, VA",214.04,74.8,56.9-75.1,1.0498
Virginia,"Chesapeake city, VA",215.01,79.5,77.6-79.5,1.5444
Virginia,"Chesapeake city, VA",215.02,81.4,79.6-81.6,1.1962
Virginia,"Chesapeake city, VA",216.01,81,79.6-81.6,1.6842
Virginia,"Chesapeake city, VA",216.02,76.5,75.2-77.5,1.3462
Virginia,"Colonial Heights city, VA",8301,78.3,77.6-79.5,1.1142
Virginia,"Colonial Heights city, VA",8302,74.3,56.9-75.1,1.2201
Virginia,"Colonial Heights city, VA",8303,80.1,79.6-81.6,1.6076
Virginia,"Colonial Heights city, VA",8304,76.3,75.2-77.5,1.8959
Virginia,"Colonial Heights city, VA",8305,75.4,75.2-77.5,1.3582
Virginia,"Covington city, VA",601,76,75.2-77.5,2.2721
Virginia,"Covington city, VA",602,75.9,75.2-77.5,1.4618
Virginia,"Danville city, VA",1,78.7,77.6-79.5,1.5963
Virginia,"Danville city, VA",2,71.4,56.9-75.1,1.6617
Virginia,"Danville city, VA",3,,,
Virginia,"Danville city, VA",4,68,56.9-75.1,1.4349
Virginia,"Danville city, VA",5,71.8,56.9-75.1,2.1163
Virginia,"Danville city, VA",6,72,56.9-75.1,2.0061
Virginia,"Danville city, VA",7,78.7,77.6-79.5,1.1621
Virginia,"Danville city, VA",8,74.2,56.9-75.1,1.347
Virginia,"Danville city, VA",9,75.5,75.2-77.5,1.1438
Virginia,"Danville city, VA",10,71.8,56.9-75.1,0.9686
Virginia,"Danville city, VA",11,70.3,56.9-75.1,2.2814
Virginia,"Danville city, VA",12,73.6,56.9-75.1,1.8122
Virginia,"Danville city, VA",13.01,72.5,56.9-75.1,1.6946
Virginia,"Danville city, VA",13.02,72.7,56.9-75.1,1.5316
Virginia,"Danville city, VA",14,71.1,56.9-75.1,2.9702
Virginia,"Danville city, VA",9801,,,
Virginia,"Emporia city, VA",8901,71.3,56.9-75.1,1.7233
Virginia,"Emporia city, VA",8902,71.4,56.9-75.1,1.8974
Virginia,"Fairfax city, VA",3001,81.7,81.7-97.5,1.3447
Virginia,"Fairfax city, VA",3002,80.8,79.6-81.6,1.2815
Virginia,"Fairfax city, VA",3003,82.7,81.7-97.5,1.6151
Virginia,"Fairfax city, VA",3004,82.5,81.7-97.5,1.7079
Virginia,"Fairfax city, VA",3005,85.3,81.7-97.5,2.1048
Virginia,"Falls Church city, VA",5001,84,81.7-97.5,1.8267
Virginia,"Falls Church city, VA",5002,85,81.7-97.5,2.1564
Virginia,"Falls Church city, VA",5003,82.4,81.7-97.5,0.8925
Virginia,"Franklin city, VA",901,77.5,75.2-77.5,1.1992
Virginia,"Franklin city, VA",902,71.5,56.9-75.1,0.9309
Virginia,"Fredericksburg city, VA",1,80.1,79.6-81.6,1.5574
Virginia,"Fredericksburg city, VA",2,79.6,79.6-81.6,1.4354
Virginia,"Fredericksburg city, VA",3.01,,,
Virginia,"Fredericksburg city, VA",3.02,78.8,77.6-79.5,1.4168
Virginia,"Fredericksburg city, VA",4,76.9,75.2-77.5,2.1365
Virginia,"Fredericksburg city, VA",5,79.4,77.6-79.5,1.4926
Virginia,"Galax city, VA",701.01,75.4,75.2-77.5,1.5009
Virginia,"Galax city, VA",701.02,74.9,56.9-75.1,1.9768
Virginia,"Hampton city, VA",101.03,77.9,77.6-79.5,1.2601
Virginia,"Hampton city, VA",101.04,73.8,56.9-75.1,1.328
Virginia,"Hampton city, VA",102,,,
Virginia,"Hampton city, VA",103.04,77.9,77.6-79.5,2.2558
Virginia,"Hampton city, VA",103.06,77,75.2-77.5,0.9544
Virginia,"Hampton city, VA",103.07,82.2,81.7-97.5,2.2278
Virginia,"Hampton city, VA",103.09,77.9,77.6-79.5,1.7607
Virginia,"Hampton city, VA",103.1,79.6,79.6-81.6,1.4217
Virginia,"Hampton city, VA",103.11,77,75.2-77.5,1.2326
Virginia,"Hampton city, VA",103.12,75,56.9-75.1,1.4105
Virginia,"Hampton city, VA",103.13,73.8,56.9-75.1,1.1218
Virginia,"Hampton city, VA",103.14,76,75.2-77.5,2.0727
Virginia,"Hampton city, VA",104,74.6,56.9-75.1,1.0957
Virginia,"Hampton city, VA",105.01,80.4,79.6-81.6,2.7786
Virginia,"Hampton city, VA",105.02,71.7,56.9-75.1,1.7913
Virginia,"Hampton city, VA",106.01,69.9,56.9-75.1,2.9688
Virginia,"Hampton city, VA",106.02,72.6,56.9-75.1,2.4555
Virginia,"Hampton city, VA",107.01,74,56.9-75.1,1.2245
Virginia,"Hampton city, VA",107.02,77.3,75.2-77.5,1.6464
Virginia,"Hampton city, VA",107.03,80.7,79.6-81.6,1.9027
Virginia,"Hampton city, VA",108,77.4,75.2-77.5,1.1993
Virginia,"Hampton city, VA",109,72.9,56.9-75.1,1.9059
Virginia,"Hampton city, VA",110,72.2,56.9-75.1,1.5727
Virginia,"Hampton city, VA",111,,,
Virginia,"Hampton city, VA",112,72.8,56.9-75.1,1.523
Virginia,"Hampton city, VA",113,71.9,56.9-75.1,1.5132
Virginia,"Hampton city, VA",114,,,
Virginia,"Hampton city, VA",115,78.4,77.6-79.5,1.6758
Virginia,"Hampton city, VA",116,,,
Virginia,"Hampton city, VA",118,73,56.9-75.1,1.3358
Virginia,"Hampton city, VA",119,74.1,56.9-75.1,1.9533
Virginia,"Hampton city, VA",120,70.9,56.9-75.1,1.7257
Virginia,"Hampton city, VA",121,78.5,77.6-79.5,1.3907
Virginia,Hampton city,9901,,,
Virginia,"Harrisonburg city, VA",1.01,75.3,75.2-77.5,1.8965
Virginia,"Harrisonburg city, VA",1.02,80.9,79.6-81.6,1.5062
Virginia,"Harrisonburg city, VA",2.03,80.1,79.6-81.6,3.048
Virginia,"Harrisonburg city, VA",2.04,77.7,77.6-79.5,1.291
Virginia,"Harrisonburg city, VA",2.05,,,
Virginia,"Harrisonburg city, VA",2.06,,,
Virginia,"Harrisonburg city, VA",2.07,,,
Virginia,"Harrisonburg city, VA",3.01,82.9,81.7-97.5,2.3254
Virginia,"Harrisonburg city, VA",3.02,78.2,77.6-79.5,1.7156
Virginia,"Harrisonburg city, VA",4.01,82.6,81.7-97.5,1.1811
Virginia,"Harrisonburg city, VA",4.02,80.9,79.6-81.6,1.7128
Virginia,"Hopewell city, VA",8201,69.2,56.9-75.1,2.0929
Virginia,"Hopewell city, VA",8203,69,56.9-75.1,1.675
Virginia,"Hopewell city, VA",8204,76,75.2-77.5,0.7449
Virginia,"Hopewell city, VA",8205,74.2,56.9-75.1,1.3673
Virginia,"Hopewell city, VA",8206,72.5,56.9-75.1,0.9177
Virginia,"Hopewell city, VA",8207,75.3,75.2-77.5,2.2363
Virginia,"Hopewell city, VA",9801,,,
Virginia,"Lexington city, VA",9305,78.6,77.6-79.5,1.0552
Virginia,"Lynchburg city, VA",1,81.8,81.7-97.5,1.0626
Virginia,"Lynchburg city, VA",2.01,83.6,81.7-97.5,1.5872
Virginia,"Lynchburg city, VA",2.02,74.6,56.9-75.1,0.9116
Virginia,"Lynchburg city, VA",2.03,,,
Virginia,"Lynchburg city, VA",3,74.3,56.9-75.1,1.212
Virginia,"Lynchburg city, VA",4,74,56.9-75.1,1.5563
Virginia,"Lynchburg city, VA",5,,,
Virginia,"Lynchburg city, VA",6,73.4,56.9-75.1,1.8151
Virginia,"Lynchburg city, VA",7,,,
Virginia,"Lynchburg city, VA",8.01,74.5,56.9-75.1,1.071
Virginia,"Lynchburg city, VA",8.02,77.7,77.6-79.5,1.5664
Virginia,"Lynchburg city, VA",9,76.2,75.2-77.5,0.887
Virginia,"Lynchburg city, VA",10,75.6,75.2-77.5,1.3885
Virginia,"Lynchburg city, VA",11,69.1,56.9-75.1,2.2376
Virginia,"Lynchburg city, VA",14,,,
Virginia,"Lynchburg city, VA",16,80,79.6-81.6,1.3419
Virginia,"Lynchburg city, VA",17,79.9,79.6-81.6,1.1367
Virginia,"Lynchburg city, VA",18,78.7,77.6-79.5,1.7847
Virginia,"Lynchburg city, VA",19,71.5,56.9-75.1,1.1023
Virginia,"Manassas city, VA",9101,80.5,79.6-81.6,1.7962
Virginia,"Manassas city, VA",9102.01,77.9,77.6-79.5,1.178
Virginia,"Manassas city, VA",9102.02,79.1,77.6-79.5,2.4145
Virginia,"Manassas city, VA",9103.01,80,79.6-81.6,2.0217
Virginia,"Manassas city, VA",9103.02,80.1,79.6-81.6,2.1809
Virginia,"Manassas city, VA",9104.01,,,
Virginia,"Manassas city, VA",9104.02,84.2,81.7-97.5,2.0699
Virginia,"Manassas Park city, VA",9201,80.5,79.6-81.6,1.9555
Virginia,"Manassas Park city, VA",9202,80.2,79.6-81.6,2.2187
Virginia,"Martinsville city, VA",1,,,
Virginia,"Martinsville city, VA",2,70,56.9-75.1,1.8722
Virginia,"Martinsville city, VA",3,73.6,56.9-75.1,2.4284
Virginia,"Martinsville city, VA",4,69.6,56.9-75.1,1.875
Virginia,"Martinsville city, VA",5,81.8,81.7-97.5,1.6728
Virginia,"Newport News city, VA",301,71.4,56.9-75.1,2.013
Virginia,"Newport News city, VA",303,72.4,56.9-75.1,1.5154
Virginia,"Newport News city, VA",304,71.4,56.9-75.1,2.1415
Virginia,"Newport News city, VA",305,69.5,56.9-75.1,1.8715
Virginia,"Newport News city, VA",306,71.7,56.9-75.1,1.2958
Virginia,"Newport News city, VA",308,69.3,56.9-75.1,2.5378
Virginia,"Newport News city, VA",309,75.7,75.2-77.5,2.9761
Virginia,"Newport News city, VA",311,77,75.2-77.5,2.2137
Virginia,"Newport News city, VA",312,71.7,56.9-75.1,3.1418
Virginia,"Newport News city, VA",313,74.2,56.9-75.1,1.3618
Virginia,"Newport News city, VA",314,74,56.9-75.1,1.4577
Virginia,"Newport News city, VA",315,79,77.6-79.5,1.5472
Virginia,"Newport News city, VA",316.01,78,77.6-79.5,1.5217
Virginia,"Newport News city, VA",316.02,76.5,75.2-77.5,1.5853
Virginia,"Newport News city, VA",317.01,,,
Virginia,"Newport News city, VA",317.02,80.9,79.6-81.6,1.8468
Virginia,"Newport News city, VA",318,83,81.7-97.5,1.2304
Virginia,"Newport News city, VA",319.01,78.5,77.6-79.5,1.7026
Virginia,"Newport News city, VA",319.02,76.8,75.2-77.5,1.4258
Virginia,"Newport News city, VA",320.01,82.2,81.7-97.5,1.6234
Virginia,"Newport News city, VA",320.02,80.2,79.6-81.6,2.1643
Virginia,"Newport News city, VA",320.05,80.2,79.6-81.6,2.641
Virginia,"Newport News city, VA",320.06,,,
Virginia,"Newport News city, VA",320.07,75.4,75.2-77.5,1.4829
Virginia,"Newport News city, VA",321.13,76.8,75.2-77.5,0.8711
Virginia,"Newport News city, VA",321.14,82.7,81.7-97.5,2.6249
Virginia,"Newport News city, VA",321.17,74.4,56.9-75.1,1.5249
Virginia,"Newport News city, VA",321.23,74.1,56.9-75.1,2.718
Virginia,"Newport News city, VA",321.24,,,
Virginia,"Newport News city, VA",321.26,68.9,56.9-75.1,1.6393
Virginia,"Newport News city, VA",321.27,77.5,75.2-77.5,2.1048
Virginia,"Newport News city, VA",321.28,74.5,56.9-75.1,2.1049
Virginia,"Newport News city, VA",321.29,78.1,77.6-79.5,2.4588
Virginia,"Newport News city, VA",321.3,80.6,79.6-81.6,2.629
Virginia,"Newport News city, VA",321.31,,,
Virginia,"Newport News city, VA",321.32,77.3,75.2-77.5,1.351
Virginia,"Newport News city, VA",322.11,81.3,79.6-81.6,1.6751
Virginia,"Newport News city, VA",322.12,76.6,75.2-77.5,2.3427
Virginia,"Newport News city, VA",322.23,,,
Virginia,"Newport News city, VA",322.24,78.2,77.6-79.5,1.3773
Virginia,"Newport News city, VA",322.25,72.5,56.9-75.1,2.3798
Virginia,"Newport News city, VA",322.26,75.3,75.2-77.5,2.1645
Virginia,"Newport News city, VA",323,,,
Virginia,"Newport News city, VA",324,78,77.6-79.5,2.5848
Virginia,"Norfolk city, VA",1,,,
Virginia,"Norfolk city, VA",2.01,74.2,56.9-75.1,1.8014
Virginia,"Norfolk city, VA",2.02,76.2,75.2-77.5,1.6043
Virginia,"Norfolk city, VA",3,74.2,56.9-75.1,1.7907
Virginia,"Norfolk city, VA",4,76.9,75.2-77.5,2.9456
Virginia,"Norfolk city, VA",5,76.5,75.2-77.5,2.1477
Virginia,"Norfolk city, VA",6,76.9,75.2-77.5,1.8196
Virginia,"Norfolk city, VA",7,74.9,56.9-75.1,2.6608
Virginia,"Norfolk city, VA",8,75.4,75.2-77.5,2.069
Virginia,"Norfolk city, VA",9.01,,,
Virginia,"Norfolk city, VA",9.02,,,
Virginia,"Norfolk city, VA",11,77.8,77.6-79.5,2.8818
Virginia,"Norfolk city, VA",12,83.2,81.7-97.5,2.1682
Virginia,"Norfolk city, VA",13,73.4,56.9-75.1,2.2211
Virginia,"Norfolk city, VA",14,76,75.2-77.5,1.7161
Virginia,"Norfolk city, VA",15,77.2,75.2-77.5,2.6285
Virginia,"Norfolk city, VA",16,74.1,56.9-75.1,1.6308
Virginia,"Norfolk city, VA",17,78.6,77.6-79.5,1.7877
Virginia,"Norfolk city, VA",20,73.1,56.9-75.1,2.0542
Virginia,"Norfolk city, VA",21,74.9,56.9-75.1,2.9953
Virginia,"Norfolk city, VA",22,79.3,77.6-79.5,2.207
Virginia,"Norfolk city, VA",23,81.2,79.6-81.6,2.5721
Virginia,"Norfolk city, VA",24,84.8,81.7-97.5,2.2725
Virginia,"Norfolk city, VA",25,,,
Virginia,"Norfolk city, VA",26,,,
Virginia,"Norfolk city, VA",27,,,
Virginia,"Norfolk city, VA",28,72.4,56.9-75.1,1.2626
Virginia,"Norfolk city, VA",29,69.3,56.9-75.1,1.338
Virginia,"Norfolk city, VA",30,74.5,56.9-75.1,2.073
Virginia,"Norfolk city, VA",31,69.5,56.9-75.1,1.8399
Virginia,"Norfolk city, VA",32,75.6,75.2-77.5,2.0124
Virginia,"Norfolk city, VA",33,70.9,56.9-75.1,1.6551
Virginia,"Norfolk city, VA",34,72.7,56.9-75.1,2.1649
Virginia,"Norfolk city, VA",35.01,72.1,56.9-75.1,1.0907
Virginia,"Norfolk city, VA",36,78,77.6-79.5,1.8943
Virginia,"Norfolk city, VA",37,,,
Virginia,"Norfolk city, VA",38,80.5,79.6-81.6,0.9869
